url,full_text,retweet_count,views_count
https://twitter.com/rangaba/status/1703404502379020556,Can the @icc end its gender discrimination and allow women into national teams. So many good players in Sri Lanka’s women’s team who are far better than many of their male counterparts. https://t.co/4k2J65DHJF,8,9373
https://twitter.com/GenderParityUK/status/1702978991999648123,"@philjones461 @SeagerMJ @PhilMitchell83 and, I believe, Mrs Bandaranaike, when she was Head of State in Sri Lanka, stared the process of discrimination against the Tamils which led to later wars.
""   routinely campaigning on Sinhalese nationalist and anti-Tamil policies, """,0,23
https://twitter.com/itz_ravanan/status/1702338516481700103,"India - Pakistan has reserve day in #AsiaCup2023 
But no reserve day for Pakistan - Srilanka
What a discrimination is it",0,72
https://twitter.com/KishaniAlanki/status/1701915853904884097,"A heart to heart conversation with former parliamentarian @Hirunikaconnect on politics, discrimination of women politicians, future of politics in Sri Lanka and life beyond politics! 

Link; https://t.co/Sq1A17VWt7… https://t.co/2iLqUZ8q1J",2,1957
https://twitter.com/shirsh218/status/1701812450763612386,"In my parallel universe,

~ Pakistan , India , Bangladesh would still be one country

~ Tamil eelam &amp; Srilanka would be two different countries

~ There would be no discrimination based on caste,religion,language but based on who’s more more/less corrupt. 

#Adiyae @gvprakash",0,138
https://twitter.com/iThamizhi/status/1701776737523146964,"@shafne @Pimpilikki Wait. Since 1950s...there is countless pogroms and genocide against Tamils in Sri Lanka and you meant to say you saw discrimination in Tamil Nadu but not in LK?
Bruh..which cave in Colombo are you residing in or are u so privileged that ur family kept u in  safe bubble? https://t.co/8wxY9wEfG8",0,65
https://twitter.com/ShivaForJustice/status/1701752432722608529,"No good religion preaches or practices hate, violence, discrimination, destruction, attack other religious as all humans are equal in the eyes of God.
Hindutva, SriLanka and Myanmar Buddhist fanaticism cannot exist in a civilized society. @volker_turk @UN
https://t.co/tMQ4DTRYMX",0,19
https://twitter.com/abdulthawwab/status/1701273957645660314,This is the biggest virus which is killing the peace in Sri Lanka. Wipe it out. Make him accountable for discrimination. Punish him for the offensive hate speech. Imprison him for entering private properties without legal permission. https://t.co/A6xhS2DGGL,0,38
https://twitter.com/teenitoon/status/1700903070157402148,@ashwinravi99 We love our ground staff in Sri Lanka. No discrimination,0,4
https://twitter.com/UCANews/status/1700611297631412630,"Church silent as Sri Lanka push to decriminalize homosexuality following instructions from the UN’s Human Rights Council and what's set out in the UN Convention on the Elimination of All Forms of Discrimination Against Women.
https://t.co/UM7TFKQ6lN",0,36
https://twitter.com/pkkoshiya/status/1700514690684604522,"Less than half full stadium in Today’s Srilanka vs Bangladesh clash should end the debate why India Pakistan game gets a reserve day. Leave the discrimination bit aside, even home team spectators not interested in their match #AsiaCup2023 #Colombo #IndvsPak #IndiaPak #Srilanka",0,198
https://twitter.com/Leonine111/status/1699581347860566109,"USA: California state legislature passes bill banning caste-based discrimination
Why cannot we ban caste based discrimination in countries like India and Sri Lanka? Of course, there will be a lot of opposition. https://t.co/csTD6CkieQ",0,32
https://twitter.com/sucidesquad4321/status/1699008996374413802,"The journey of oppressed man who Discrimination faced by fellow tamils and sinhalese in Sri Lanka to Most Successful Bowler in world cricket, what a Inspiring story❤ 
Big miss for #VijaySethupathi 

#800Themovie https://t.co/2kZsm4DrmS",2,243
https://twitter.com/CanHCSriLanka/status/1698907601352774115,Congratulations to @EquiteSriLanka for their selection as one of our 2023-2024 #CFLI recipients.  We are proud to support their research to study how discrimination against #LGBTQ2 community in #SriLanka affects their rights and how it could be addressed. https://t.co/geZABLcG4v,3,403
https://twitter.com/Poojajourno/status/1698303667835912280,"@mohit_shah17 Its disappointing to see discrimination. Atleast India should give better chance to #Bangladesh and #SriLanka girls in IPL. I wish to see #Pakistan too but due to political tension it doesn't look feasible. However,",0,340
https://twitter.com/Sathyavanii/status/1697995323627712684,"@ICC, how did you allow a religious song to be played during the match?  Is this the arrangement you made during the gentleman's game?  There should be no discrimination in any sports.

#INDvsPAK 
#AsiaCup2023 
#ICC 
#Srilanka https://t.co/dr70VztSUl",0,154
https://twitter.com/NalakaG/status/1697583529276710919,"@PrdpBhandari The Buddha condemned the caste system. Yet in #SriLanka, both Sinhalese (most of them Buddhists) and Tamils (most of them Hindus) have had rigid caste systems for centuries. Colonial rule undermined caste but failed to end caste-based discrimination that prevails in various forms",1,169
https://twitter.com/GotaTheCrimeo/status/1697465142752227612,"@EU_in_Sri_Lanka in nutshell over the years - you continuously bail out the criminals and 
refuse to answer the victims of crimes against humanity and fail to  
answer the calls against oppression/discrimination of Tamils !
shame !
But thank you",0,28
https://twitter.com/NalakaG/status/1697277742407106863,"In the name of culture, #SriLanka once again paraded tortured captive #elephants in #Perahera. What else might be justified by defenders in the name of ‘culture’: Polygamy practised by Kandyans? Sex slaves kept in harems by #lka kings? Feudalism and caste based discrimination?",19,8024
https://twitter.com/akeenan23/status/1696872089926472054,Important thread on lasting legacy of enforced disappearances in Sinhala areas during #SriLanka state’s counterinsurgency against #JVP. Many non-JVP abducted &amp; killed on suspicion &amp; for personal vendettas as well as class/caste discrimination. Still little truth &amp; no justice.,6,4027
https://twitter.com/chamilravinda/status/1696498273887170750,"@KamalPe69257601 Meanwhile half a million Indians die from polluted water, 40% are hungry and do not get enough nutrition, communal violence, cast discrimination, religious discrimination, gender discrimination, rape etc. To me Sri Lanka is heaven in South Asia.",0,18
https://twitter.com/Mujeeb_UrRahman/status/1695779506277986327,"I met USA  ambassador @USAmbSL &amp; had a lengthy discussion about minority muslims in Northern Sri Lanka.

13th amendment &amp; minorities of North
Resettlement of Muslims and Northern administration &amp; discrimination on Fishing, Farming, government appointments. https://t.co/XO3Tu7G8kM",0,155
https://twitter.com/ReAdSarath/status/1695724866979389455,"If there truly are ethnic tensions, problms, issues, discrimination etc how is it possible that 52% of t #Tamil population live peacefully in t South of #SriLanka?

World is finally realising who t real #racists are!

රටේ ජාතිවාදයක් තියෙනවනම් 52% ක් දෙමළ ජනතාව දකුණෙ ඉන්නේ කොහොමද? https://t.co/XbZ8IhGg3f",17,10898
https://twitter.com/shaakunthala/status/1694769993240465739,"In the country where I live now, first article of the constitution says Discrimination is Forbidden.

Meanwhile the public policies in my home country:

Should people - especially women - ever consider returning to Sri Lanka?
#SriLanka https://t.co/TRMt2MGs8W",0,95
https://twitter.com/pulse_today/status/1694218603506376968,"The Sectoral Oversight Committee on Education highlighted that some contents of the school syllabus justify discrimination against women. Concerns were raised about the disparity in pay grades of teachers who are in the teaching service.

#PulseToday #lka #SriLanka #SLnews",0,32
https://twitter.com/Laura_Kelly19/status/1694057843991716296,"@PeterPaulGuy Imasha, care to comment on state-backed discrimination against Christians in Sri Lanka?
https://t.co/8idSONlK0C",0,22
https://twitter.com/SriRise/status/1691648630221128057,"@chef_john1 I see, discrimination is embedded in your DNA. No wonder Sri Lanka is a mess and has been for decades, so used to discriminating without thinking. If you want to charge higher offer a higher package of services, otherwise its straight up discrimination.",0,57
https://twitter.com/LPilanawithana/status/1691305649819594752,@mbsi1891 Mahabodhi Society in Sri Lanka is a racial organisation. They always promote racial discrimination. They don't follow Buddha's pure and original teaching. There wont to be any exceptions in the Indian branch. Bc Most of the members are Sri Lankans.,0,15
https://twitter.com/Sam53416014/status/1690684483865919488,"@bengal008 @susheelshinde98 Sri Lanka? Hindutva Fanatic ur Saying??

Hindus practise caste varna discrimination in Sri Lanka too, many Buddhist said that.
Even Hindu caste based lynching, attack,violence,beating,etc, etc.
Not allowing low caste/other caste Hindus in temple&amp; other places.

Importantly(1",0,23
https://twitter.com/trendinglanka/status/1688504895576702976,"@Vinojana9 Reflecting on LTTE's history, it's important to agree their exploitation of upcountry Tamils as soldiers in the war. Reports of discrimination and treatment based on caste within the group are deeply concerning. Let's strive for a more inclusive and equal future. #SriLanka",0,29
https://twitter.com/S_Asian_Rights/status/1688458596609323008,"Sri Lanka’s hill country Tamils, who are commemorating the 200th anniversary of their ancestors’ arrival in Ceylon, continue to fight exploitation and discrimination

https://t.co/KlOVTtKOuD",0,14
https://twitter.com/Sandyvadi/status/1688391781698637824,"@NamalAbhaya @fmenofbraavos @MASumanthiran @sajkooler 
50% or a referendum in a majoritarianism like in Sri Lanka will not provide minorities safety or protection with the history of long persecution/discrimination and denial of identity/existence.
Remember 6.9 million votes for someone who didn't care about other votes",0,34
https://twitter.com/IloveJesus1975/status/1687955096938901504,"Adi Andhra in Sri Lanka
pronounced: AH-dee AHN-drrah

The Adi Andhra are a scheduled caste, disadvantaged victims of past discrimination. A human rights movement has led a small group of Adi Andhra to receive education and become professionals, yet most are landless farm workers.",0,35
https://twitter.com/_boss_insane_/status/1687819100033331200,"Supreme Court should look at civil wars that happened in srilanka and east Pakistan, language based discrimination was the main reason",3,498
https://twitter.com/demchronicles/status/1687325933664092162,"Mathuri Thamilmaran, National Legal Advisor for Sri Lanka at the International Commission of Jurists, calls for protection of the rights of the LGBT community in the country, saying many LGBT students suffer in silence owing to stigma and discrimination. https://t.co/ihaDzO4qeu",1,74
https://twitter.com/demchronicles/status/1687323791117242369,"Mathuri Thamilmaran, National Legal Advisor for Sri Lanka at the International Commission of Jurists, calls for protection of the rights of the LGBT community in the country, saying many LGBT students suffer in silence owing to stigma and discrimination. https://t.co/yaCLKZVhLx",0,27
https://twitter.com/AIAddict/status/1687115852561440768,"@Progeny0f @millenium420 @vipulizm Muslim face discrimination in Sri Lanka also WTF, I thought those guys have problem with Tamil only",0,89
https://twitter.com/pnskrish1/status/1686964492188450821,"@laksr_tn Who taught Rajdharma to Rajiv gandhi in 1984 when sikhs were butchered, Tamils were killed in srilanka, Nellie massacre in assam in 1983 by Indira gandhi. Kindly avoid this selective discrimination please.  Biren singh has done a good job but foreign hand in manipur.",0,29
https://twitter.com/RubenThurairaj/status/1686752126116982784,"@Dailymirror_SL @UPGammanpila is a genius. 

He should be running IMF &amp; World Bank. 

Because the man is a Sinhalese Buddhist IMF &amp; World Bank won’t let him to do so.

Pure discrimination I tell you. 

Because of this he is politicking in #SriLanka. 

Lucky Lankans though. 

Very lucky! https://t.co/kRfZ4PsUdt",4,1021
https://twitter.com/AingkaranK/status/1684826021819031552,"Caste based discrimination continues to be a major social issue amongst Tamils in Sri Lanka. It is factually incorrect to say that LTTE managed to eliminate caste system in the North and East. It was merely suppressed, at gunpoint. Social issues cannot be addressed with violence.",13,6249
https://twitter.com/USIP/status/1684616896379822081,"“To ensure that the momentum generated in 2022 for accountability evolves into sustained challenges to entrenched systems of discrimination and corruption, the root causes of #SriLanka’s crises…must be addressed,” writes @ambikasat. https://t.co/M6EgJPq3bj",2,930
https://twitter.com/learningtamil_/status/1683700794242256897,"5) The terror of 1983 was the launch-pad for a three decade civil war in Sri Lanka. Black July, and it's precedents, are a reminder of the consequences of hatred and state discrimination against minorities.

Forty years later, no perpetrators have been held accountable.",0,50
https://twitter.com/diakoniaasia/status/1683678249602400256,"Diakonia proudly supports #VILUTHU's mission in #Srilanka - reducing period #poverty &amp; discrimination against #women. Through a capacity-building program, participants mastered making reusable cloth pads, offering a sustainable solution in the economic crisis. #SDG1 https://t.co/XKZxu4pjJe",0,39
https://twitter.com/Sandyvadi/status/1683322438082260992,"Racism that incites hatred or discrimination, expressed in public or private, should be made a punishable offence in Sri Lanka. 
Rajapaksas, Weerasekeras, some monks and media personnel will be in jail now.
No more #BlackJuly 
@kelums
https://t.co/f5snMPQXAs",1,184
https://twitter.com/EsmondFernand/status/1682874190842724353,@MikeCarlton01 I’m a migrant from Sri Lanka and has lived in Oz for 60 years. Don’t like the direction aboriginal matters are progressing. Reminds me of SL’s racial discrimination policies.,1,19
https://twitter.com/FeminismInIndia/status/1681974731434500098,"As per records, 5.4 million South Asians live in the United States, with their origin in India, Pakistan, Bangladesh, Nepal, Bhutan, Sri Lanka, and the Maldives.

#US #Discrimination #SouthAsia 

https://t.co/dAjDHZwgzU",0,406
https://twitter.com/USAmbSL/status/1681266375161987073,"On this #MandelaDay, I honor those who are standing up for human rights in Sri Lanka and across the world by embracing our common humanity and speaking out against discrimination in all its forms. https://t.co/LEUGUBBVVy",3,2418
https://twitter.com/IndianEpictetus/status/1680935388070969347,"@JayK_ed @AryanTrivedi_7 https://t.co/CarK3qcd3m

A black prof from Harvard shares how ""representation"" hurt Malaysia, Sri Lanka, New Zealand and USA

Representation is discrimination; it breeds resentment, achieves nothing, and causes civil wars like in Sri Lanka

If you're honestly interested",0,6
https://twitter.com/Optimus832/status/1680444874762383361,"@DushanSenaratne @TheThanigasalam @melaniejoly As if no discrimination happening in Sri Lanka Dasun!!
Especially the Budhist monks who want to push their limits to any low level - which shows how they believe in what they preach",0,119
https://twitter.com/theasianfmnst/status/1680195277746208770,"""This reform story is not unique to Sri Lanka. For decades, women’s groups have been mobilizing and advocating for an end to discrimination in family law and practices of marriage and family,"" writes @hyshyama
https://t.co/1zFtjFhrDW",3,320
https://twitter.com/aime_solomon/status/1680138987460239362,@TamilGuardian We need immediate refferendum for a separate Tamil Eelam...... every single Tamils in srilanka are undergoing racial discrimination and oppression. They are living like a refugee in their own country !!! @UN @UNHumanRights,0,117
https://twitter.com/unkown_adam/status/1679791121835393025,Maintaining the discrimination between different sects and madhabs (schools of jurisprudence) of Muslims in Sri Lanka.,0,24
https://twitter.com/globalvoices/status/1677326614164566017,"Civil society and LGBTQ+ activists in #SriLanka arranged a series of vibrant and empowering #PrideMonth events advocating for equality and demanding an end to discrimination. @rezwan

https://t.co/c0y5Kbf5LL",0,482
https://twitter.com/rozinbxl/status/1677042579026706438,Incredible insights with the wonderful  @DavidOlusoga with the #NHS - ‘A Hidden History’ - sharing the stats of the overseas /Indian/Pakistani/Sri Lanka - Doctors that came to the UK in 1960’s - over 40% came. So many also faced racial discrimination - including low pay.,1,220
https://twitter.com/Prem29021Sarath/status/1675747508700708864,"Theekshana attributes Sri Lanka's ODI success to variety in bowling attack https://t.co/W3kN8TefKp to survive in difficult situations without offering 3-4 straight-forward chances,  I feel, there are act of discrimination being done to these star class players.",0,29
https://twitter.com/IslamistCrusher/status/1675035037325230080,@Akash_mhetre358 @Seylanmuslims @ambedkariteIND Have you ever read history of caste and discrimination in Sri Lanka???,0,19
https://twitter.com/Iam18milind/status/1673966025761775618,@_FaridKhan Why there is only 4 Asia Cup matches in Pakistan and 9 in Sri Lanka this is sheer discrimination with Pakistani awaam,0,269
https://twitter.com/globalvoices/status/1673642664263323649,"Civil society and LGBTQ+ activists in #SriLanka arranged a series of vibrant and empowering #PrideMonth events advocating for equality and demanding an end to discrimination. @rezwan

https://t.co/C1hLOKkF2z",0,572
https://twitter.com/vg123e/status/1673229100222148609,"Discrimination in Sri Lanka...
Never heard of that before in Paradise",2,721
https://twitter.com/UN_HRC/status/1672958905738227714,"First week at #HRC53.

The @UN Human Rights Council addressed situations in the , Afghanistan, Sudan, Iran, Nicaragua, Sri Lanka &amp; Myanmar as well as sexual orientation+gender identity, discrimination+violence against women+girls, health, leprosy &amp; freedom of opinion+expression https://t.co/VpVMSp8pGF",51,10658
https://twitter.com/Ravitirun/status/1672354118399324160,"Anomic groups are formed in response to a particular  grievance.disillusioned by mainstream society and they may use violent methods to achieve their goals.

1,Tamil Tigers were formed in Sri Lanka in the 1980s in response to the discrimination that Tamils faced.",0,94
https://twitter.com/SAPIENS_org/status/1670839418607878156,"The everyday discrimination against black people in the United States bears frightening similarities to the suppression of Tamils in Sri Lanka.

https://t.co/hzwT1p4GTt",1,1228
https://twitter.com/_arnyff/status/1670682205729828864,6) The American Psychological Association as well as the Sri Lankan College of Psychiatrists do not treat homosexuality as a disorder and condemn the discrimination experienced by LGBTQ people in Sri Lanka. [9][10] (5/13),3,533
https://twitter.com/EU_in_Sri_Lanka/status/1669594685390856192,"By supporting laws and policies that protect and empower, the EU will continue to build a society that is inclusive, accepting, and free from discrimination. 

#PrideMonth #EUinSriLanka #EqualityForAll",0,240
https://twitter.com/nuuuwan/status/1669572405734395905,Which do you think is the LARGER factor of discrimination in #SriLanka?,2,1061
https://twitter.com/_EQUALGROUND_/status/1668213103421448195,"As an organization we have been protesting against discrimination and standing up for LGBTIQ rights for 19 years now while also pressing for decriminalization, both in Sri Lanka and abroad. (4/8)",0,377
https://twitter.com/EnHui/status/1668046656284110851,"#SriLanka  #HigherEducation #lka
Hope the student receives justice for the discrimination he has faced by the administrator. Ethnic prejudice of this kind should not be tolerated in educational institutions.",3,669
https://twitter.com/InterPride/status/1666559916293644289,"The LGBTQIA+ community in Sri Lanka organizes a Pride march to protest discrimination.

To celebrate Pride Month and call for an end to prejudice, hundreds of people from Sri Lanka's LGBTQIA+ community marched through the streets of the nation's capital, Colombo. https://t.co/YQCWpA1civ",0,197
https://twitter.com/NarutoA93624821/status/1666413354087497728,"@afransyed_ @Smart_Alam_44 Bro i just check 2 and here is the result nothing about discrimination on the basis of gender ... So plz cross check first and lord Hanuman is not monkey they are kind of aadivasi not fully developed human 
And in Sri Lanka this footprint found so u can say he is gaint https://t.co/HbeTaK4O8b",0,9
https://twitter.com/sunandadesh/status/1665795061085339653,"This is how tourists are being exploited in #SriLanka. Ticket prices are are more then double in English!   
#Tourism 
In developed countries there is no discrimination on tickets prices for any entertainment. https://t.co/4nbwRInCTg",7,1535
https://twitter.com/lankaunited99/status/1665766322515451909,"@iThamizhi In Srilanka you signed the Vadukodai resolution 1976. That a declaration of war. Which was due to Tamil discrimination, although all jobs then was mainly held by the velala caste Tamils. It unfortunate what happen to ur uncle but same happen to sinhalese in north",0,27
https://twitter.com/lankafiles/status/1665745965280788480,"On Sunday, hundreds took to the streets of #Colombo in solidarity with #Sri Lanka's #LGBTQ+ community's ""නිදහසේ අභිමානී පාගමන - சுயமரியாதை வானவில் பெருமிதம் - Freedom Pride Parade"" celebrating the arrival of #PrideMonth and demanding an end to discrimination. https://t.co/N8OEvxNayp",2,505
https://twitter.com/chat2find/status/1665744551066341376,"LGBTQ community and what are they demanding in Sri Lanka?: The LGBTQ community in Sri Lanka is currently demanding equal rights and protection under the law, as they have faced discrimination and persecution in the country.… https://t.co/x8FrcEXFIt https://t.co/wAAOgDkIiz",3,432
https://twitter.com/CPASL/status/1665578259185115136,"The ""Freedom Pride Parade"" that took place in Colombo stands as a testament to the growing demand for change and equality in Sri Lanka. Many individuals, regardless of sexual orientation, marched together, urging for an end to discrimination.",0,269
https://twitter.com/FT_SriLanka/status/1665575610465554432,"Labour Ministry says no gender-based discrimination in NLAC selection
#DailyFT #FTnews #SriLanka 
https://t.co/EABzuYW9Kh",0,557
https://twitter.com/for_interfaith/status/1664976553912967168,"Due to the persistent ostracism and extremist persecution faced by the #Ahmadiyya community in Pakistan, many Ahmadis have sought asylum in other countries, like Sri Lanka. However, the plight of discrimination seems everlasting.
#StopFaithBasedViolence

https://t.co/xJU9ebKWt6",5,399
https://twitter.com/shehbeez/status/1664695333950050310,"@thereviewexp @Kamran_Yousaf @81ShahbazRana Will IMF also allow this reduction in interest rate despite the high inflation? Then why are people not seeing this clear discrimination against Pakistan?

Do not tell me that Sri Lanka's economic fundamentals are strong. That's BS. Sri Lanka remains a mess but you have no shame!",0,43
https://twitter.com/AMazeofNettles/status/1664597861705875459,"@Bariiiiiq I think I can relate to the struggle even tho I'm not from the diaspora.
Niqab is banned in Sri Lanka.
Even abaya results in discrimination.

My cousin lost her job bc she was forced to give up her abaya/ long frock &amp; she refused to give in. My sister is harassed for her niqab.",0,126
https://twitter.com/NDN_pk/status/1664594158097666049,"#Ahmadis in #Pakistan have to face #violent bigotry and #discrimination. As some flee to #SriLanka to escape Pakistan's ruthless mobs, they are finding that the path to safety is rife with struggle.

Details: https://t.co/ij0mZ5CouI

#Ahmadiyya #ahmadicommunity https://t.co/P5pH4XOA0l",0,592
https://twitter.com/TFT_/status/1664594079949418498,"#Ahmadis in #Pakistan have to face #violent bigotry and #discrimination. As some flee to #SriLanka to escape Pakistan's ruthless mobs, they are finding that the path to safety is rife with struggle.

Details: https://t.co/90H3traW4Z

#Ahmadiyya #ahmadicommunity https://t.co/ksrkkhaclA",1,623
https://twitter.com/NDN_pk/status/1664548825380569088,"Ahmadis in Pakistan have to face violent bigotry and discrimination. As some flee to Sri Lanka to escape Pakistan's ruthless mobs, they are finding that the path to safety is rife with struggle

https://t.co/ij0mZ5CouI

#ahmadi #refugees #UNHCR #SriLanka #discrimination #pakistan",0,457
https://twitter.com/TFT_/status/1664548809110876161,"Ahmadis in Pakistan have to face violent bigotry and discrimination. As some flee to Sri Lanka to escape Pakistan's ruthless mobs, they are finding that the path to safety is rife with struggle

https://t.co/90H3traW4Z

#ahmadi #refugees #UNHCR #SriLanka #discrimination #pakistan",2,543
https://twitter.com/SankaChandima/status/1664232828664676352,"You are a diplomatic guest of the republic of Sri Lanka. Not a colonial governor general of #SriLanka. So stick to your job. Be civil. 
If you really like the topic then go ask your boss to address the poverty and discrimination in the UK.",1,455
https://twitter.com/___Maran/status/1664217115958603777,"@lankaunited99 @kulanthisilva Tamils are indigenous ethnic race of ""Eelam""( British names it Ceylon, you name it Sri Lanka), Tamils were forced into the civil war due to the continued discrimination and violent persecution of Tamils ​​by the Sinhalese-dominated Sri Lankan government. Sinhalese played in TN.",0,56
https://twitter.com/Optimus832/status/1663905307402158080,"@Sachi_Greenepic @iThamizhi There is a systemic discrimination and violence towards Tamils over decades in Sri Lanka - no one can deny that.
That being said this has nothing to do with that.
Hope y'all get that",0,15
https://twitter.com/KanthaiyaV/status/1663710999000788992,70 years back cast discrimination was a norm in #lka #SriLanka. Things change. And in evitable,0,56
https://twitter.com/skanthakumar_b/status/1663563455436296195,"In his youth, Lawrence was among those committed to revolutionary politics and the social transformation of #SriLanka. He contributed to changing the self-consciousness of Hill-Country Tamils (HCTs), and challenging their structural discrimination as an oppressed nationality 2/5",0,104
https://twitter.com/Nemal77PhD/status/1662796572621701121,"Buddhist extremism in Sri Lanka has the potential to incite violence and discrimination hindering the country's social and economic development. Yet, that's what most people want.",1,118
https://twitter.com/kkyn_s/status/1662653771816771584,"Sri Lanka’s hill country Tamils, who are commemorating the 200th anniversary of their ancestors’ arrival in Ceylon, continue to fight exploitation and discrimination.

https://t.co/XgC0LavnwX

via @the_hindu 
@Meerasrini",0,41
https://twitter.com/MarcMartinn/status/1662256367116189696,"They run their economy and education and got Tamil speaking police, not gonna talk about the caste system, there is no caste based discrimination in the SL Tamil community  yet they need to experiment with Sri Lanka too  #failedNadu https://t.co/s6fiZiumzL",1,200
https://twitter.com/DinooWickramag1/status/1661665078511542272,@UNPunOfficial If you don’t understand why the LTTE came to be / can’t sympathize why the Tamil community in Sri Lanka took up arms after having faced the discrimination they did - &amp; still at the same time not endorse any violence from both ends - that’s just sad.,0,39
https://twitter.com/SriRise/status/1659770156271423493,"@Lodestar_61 @NewsWireLK Accurate for people who want to believe something that never happened. Genocide never took place in Sri Lanka. Discrimination yes. LTTE terrorist leader using human-shields at the end of the war is the biggest crime of that period, not a gov ending a 30+ year on its territory.",0,28
https://twitter.com/ItsYakin/status/1659436919711997952,"In Sri Lanka, 70% of sex workers have never applied for the Samurdhi benefit due to lack of documents, refusal of sexual favours &amp; discrimination according to a study carried out by several groups including the Social Scientists Association (SSA) - The Island 19 May 2023 https://t.co/FFbZ9BWZfl",2,1209
https://twitter.com/nsaurabh25/status/1659431498439696386,"@MansoorBhimArmy Now there is peace in Sri Lanka. Tamil Nadu is full of caste based discrimination. South India is more casteist than North India. Dravidians were never descendants of the IVC, just a different Indo Aryan group. Only the dalits in the north are the real descendants of the IVC.",0,115
https://twitter.com/kirixvelu/status/1659185424609189888,"in their homeland. Tamils in Sri Lanka today report systematic discrimination in areas including government employment, university education, and access to justice.
Recognition and education are important tools to prevent tragedies like the Tamil genocide from happening again.",0,19
https://twitter.com/thecaravanindia/status/1659170720088465408,"Today marks 14 years of the Tamil genocide.

To this day, Tamils in Sri Lanka continue to suffer racist discrimination. North-eastern districts continue to face some of the highest rates of poverty.

@VirubenN writes in the June 2022 issue: https://t.co/QGNdjNzvXZ",2,2844
https://twitter.com/myxrahh/status/1659127882965295105,14 years on and there is still discrimination and mistreatment towards Tamils in Srilanka.,0,25
https://twitter.com/UNSriLanka/status/1659045024141815810,"Reduced Inequality is a central part of the #GlobalGoals.

In Sri Lanka, @IOMSriLanka is committed to confronting inequality and ensuring that all communities enjoy equal opportunity and freedom from discrimination.

#SDG10
#10QuestionsForTheUN https://t.co/UpEjVPrx3v",0,308
https://twitter.com/Hamzah_Amadu/status/1658958307803971584,Ho is a city in Sri Lanka. They don’t pay taxes to the govt of Ghana. Don’t talk abt discrimination here,0,95
https://twitter.com/Meerasrini/status/1658433724126748674,"#SriLanka: At the launch of a national report on the status of sex workers in Sri Lanka. 

* Participants highlight persisting challenges, including facing discrimination &amp; police violence 

*Flag growing economic constraints, especially after the crisis https://t.co/dmHPdA0suQ",8,2102
https://twitter.com/georgeiswestham/status/1657290641854853120,"@YRanaraja Why ? Is it not enough discrimination against Tamils in sri Lanka , your senseless Buddhism destroyed future of sri Lanka !",0,177
https://twitter.com/DushanSenaratne/status/1656508769801760768,"@OfficialSLC You should also investigate the Born Again religions cults and its interference and discrimination meeted out to players who are not part of that in #SriLanka #Cricket

@KumarSanga2 @RoshanCricket @SLCPresident @RusselArnold69 @ICC",0,30
https://twitter.com/dpcjp_/status/1656371306806276098,"7). Caste discrimination is now a global phenomenon, DPCJP urges to unite against the the caste biased of dominant community and stand in solidarity with the Dalits of Karaainagar, Sri Lanka. https://t.co/JWFNi6GM3w",7,146
https://twitter.com/Adamshareefz/status/1654180005339906068,"Thank you for your time 
@EU_in_Sri_Lanka @FranceinColombo 
@MAERomania @JFPactet the EU delegation in Colombo. I am hopeful you will be a supportive voice against the selective justice, discrimination &amp; persecution of PY.

@em_saeed, @ProgressPartyMV
@HamdhanShakeel https://t.co/CxI4VZ2q9i",37,4513
https://twitter.com/pulse_today/status/1654104839616614400,"The religious freedom violations, along with discrimination against minorities have worsened since the 2019 terror attacks. 

From the use of the PTA and suppression of religious texts &amp; books, how bad do you think the real situation in #SriLanka is?

#PulseToday #lka #SLNews https://t.co/gZLH45m7AE",2,83
https://twitter.com/WorkLahiru/status/1653810733627453444,"No one chooses their colour at birth. It's a terrible indicator of character or competencies. 

I know the pain and exclusionary it is. Being brown is not easy.

We must #teach #kids to be anti-racist and #fight other forms of discrimination in #SriLanka and #schools @RW_UNP.",0,190
https://twitter.com/Gane_u/status/1653695781587812352,"How do we term this discrimination against the citizens,by so called Law enforcement forces,when the real criminals roams around freely,in the eyes of Police public are the criminals,I think the heat of ATA is slowly emerging @srilanka_police @TiranAlles",0,36
https://twitter.com/DeutscheWelle/status/1652238794081599489,"In Sri Lanka, same-sex relationships are still criminalized under laws that subject the community to ""discrimination, violence and abuse."" 

From Colombo, Dimuthu Attanayake (@dimuthudca) reports for DW on what's being done to address this issue: https://t.co/ihtXlKXWLQ",2,2679
https://twitter.com/Uppercut07/status/1650330255541026816,"About anti-black discrimination in #SriLanka from 2:14mins:

https://t.co/2RseKLYL2y",0,109
https://twitter.com/fizzyravi/status/1650143014051012612,@mrpaluvets Recently read a story about how jaffna Is a heart of caste discrimination in Sri Lanka....unga ooruku prabakran thevai illa Periyar than thevia...first respect fellow tamilans without any caste discrimination...u ppl need Periyar and ambedkar..shamelfull,0,458
https://twitter.com/agalappatti/status/1648920044200681472,"Decriminalisation of homosexuality is an important step towards addressing homophobic discrimination and harm in Sri Lanka, and as such will benefit the mental health and psychosocial wellbeing of LGBTQ+ persons (and their families and friends). n/n",11,1077
https://twitter.com/betwasharma/status/1648549546685784068,"A new wave of refugees has streamed into India after Sri Lanka’s bankruptcy in 2022, but they face the same statelessness as thousands who came before them, escaping war &amp; discrimination, because India lacks a refugee law. @Raksha_Kumar reports https://t.co/Yybvl0VxUr",3,598
